Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,People,People2,People3,Arensberg-Lomax_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,ISO_code,Glottocode,Country,Country_id,All_cid,C_cid,M_cid,Ch_cid,P_cid,Ph_cid,I+cid,Soc_cid,D-Place_Id,C_sample_size,M_sample_size,P_sample_size,Ph_sample_size,Alt_culture_names,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_Prov_notes,EA_#,Culture_Wiki,People/Culture,Notes_1,Notes_2,Culture Sources
22.41,-104.47,21.85,-104.83,Central America,Mexico,W Mexico,Nayarit,Cora,Corachol Uto-Aztecan,,Mexico Indigenous Peoples,Nuclear America,1940,"Humid Subtropical/ Oceanic Highland, Tropical Savannah","Cwa, Cwb, Aw",,,Coran,"Uto-Aztecan, Corachol-Aztecan, Corachol",,cora1260,Mexico,,14081,14081,,,,,,,,3,,,,Náayarite,CORA,,14081,Central Mexico,165,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocora1260  @WikiCora  
21.95,-104.06,23.37,-105.32,Central America,Mexico,W Mexico,Sierra Madre Occidental,Wixáritari,Huichol Uto-Aztecan,,Mexico Indigenous Peoples,Nuclear America,1941-46; 1942-47; 1947-65,Humid Subtropical/ Oceanic Highland,"Cwa, Cwb",I-Eastern,scfal355,Huichol,"Uto-Aztecan, Corachol-Aztecan, Corachol",ISO 639-3: hch,huic1243,Mexico,,16875,16875,,16875,,,,16875,,12,,,,Huichol; Wixaritari,HUICHOL,Ni3,16875,Western Mexico,164,,60225,wiki,"The Huichol Indians were among the last Central American indigenous groups to be conquered by the Spaniards in the 18th century. Many retired to the inaccessible mountains of Jalisco and have lived there ever since, rejecting missionaries and modern customs until the 1960's.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohuic1243 @Ethnohch @WikiHuichol  
23.13,-82.36,21.64,-78.25,Central America,N Caribbean,Greater Antilles,Cuba,Afro-Cuban,Afro-Cuban,S & C Am African & Creole Peoples,Afro-Caribbean Peoples,Warm Latitude Gardeners,1940; 1946; 1957; 1958; 1960; 1996;,Tropical Savannah,Aw,,,Afro-Cuban Spanish,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,,Cuba,,14180,14180,,,,,,,,8,,,,Santiago,CUBA:BLACK,,14180,Caribbean Negroes,174,added for GJB,,wiki,"The end of slavery in Cuba in 1886 left a large population of free Afro-Cubans, many of whom had been born in Africa and had direct knowledge of African culture. This resulted in a strong African influence in the visual arts, religion, music, and every aspect of Cuban culture. Santeria combines Yoruba beliefs and practices with elements of Catholicism.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiAfro-Cubans  
21.52,-77.78,21.64,-78.25,Central America,N Caribbean,Greater Antilles,Cuba,Havana Folk,Hispano Cubano,,Caribbean Mestizos,Western Europe,,Tropical Savannah,Aw,,,Cuban Spanish,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,,Cuba,,14191,14191,,,14191,,,,,2,,2,,Cubano; Cuban Folk,CUBA:SPANISH,,14191,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiCamaguey  
18.48,-69.93,18.87,-70.39,Central America,N Caribbean,Greater Antilles,Dominican Rep,Cibao,Hispano Dominicano,,Caribbean Mestizos,Warm Latitude Gardeners,1970; 1995; 1998;,Tropical Savannah,Aw,,,Dominican Spanish,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,,Dominican Republic,,62403,62403,,,62403,,30171,,,4,,2,,Cibaeños,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiCibao  
18.97,-72.28,19.09,-72.27,Central America,N Caribbean,Greater Antilles,Haiti,Haiti,Haitians,,Afro-Caribbean Peoples,Tropical Gardeners,1952,"Semi Arid Steppe Hot, Tropical Savannah","BSh, Aw",AH-Sudan,scfal630,Haitian Creole (Haitian),"Indo-European, Italic, Latinic, Romance, Oil",ISO 639-3: hat,hait1244,Haiti,,16446,16446,,,16446,,16446,16446,,10,,2,,Ayiti; Haitian,HAITI,Sb9,16446,Caribbean Negroes,174,,15936,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohait1244 @Ethnohat @WikiHaitians  
18.11,-77.29,18.06,-77.39,Central America,N Caribbean,Greater Antilles,Jamaica,Jamaican,Jamaicans,,Afro-Caribbean Peoples,Tropical Gardeners,1954; 1955,Monsoon,Am,AH-Afro-America,scfal980,Jamaican Patois (Also called Jamaican Creole English),"Indo-European, Germanic, West Germanic, Anglo-Frisian, Anglic, Carribean English Creole, Jamaicanic",ISO 639-3: jam,jama1262,Jamaica,,17480,17480,,17480,,,,17480,,10,,,,Jamaican,JAMAICA,,17480,Caribbean Negroes,174,,18500,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottojama1262 @Ethnojam @WikiJamaicans  
18.22,-66.59,18.27,-66.61,Central America,N Caribbean,Greater Antilles,Puerto Rico,Jibaro/ Boriqua,Jibaro,,Latinx,Western Europe,1950; 1956; 1967; 1971; 1975; 1950s;,Monsoon,Am,PA-Europe,scfal1120,Puerto Rican Spanish,"Indo-European, Italic, Latinic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,,Puerto Rico,,23970,23970,,,23970,,23970,23970,,13,,3,,"Boriqua, Puerto Rico Folk",PUERTO RICO,,23970,,,,41565,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiJibaro  
24.71,-78.05,24.37,-76.96,Central America,N Caribbean,Lucayan Archipelago,Bahamas,Andros,Bahamian,Gullah,Afro-Caribbean Peoples,Tropical Gardeners,1958,Tropical Rainforest,Af,,,Bahamas Creole English,"Indo-European, Germanic, Anglo-Frisian, Eastern Carribean Creole, Bahamian Gullah",ISO 639-3: bah,baha1260,Bahamas,,10605,10605,,,10605,,,,,4,,1,,,ANDROS ISLAND,,10605,Caribbean Negroes,174,added for GJB,,wiki,"One of the world’s largest sponge beds lies at the edge of the Fresh Creek and similar Afro-Caribbean settlements on the west coast of Andros Island. Formerly, the sponge fisheries maintained an oppressive and exploitative sharecropping regime, which was both dangerous and physically injurious to the fishermen. These communities developed a rich corpus of shanties, anthems, ring game songs and plays, and old story songs. Basket making, woodcarving, and batik fabric crafting, and beginning in the late 20th century, tourism, have been important sources of income. Andros has been a melting pot of cultures, including West Africans, Seminole Indians, and Spanish and British settlers.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiAndros  @Glottobaha1260
25,-77.5,24.37,-76.96,Central America,N Caribbean,Lucayan Archipelago,Bahamas,Nassau,Bahamian,Gullah,Afro-Caribbean Peoples,Tropical Gardeners,,Tropical Rainforest,Af,,,Bahamas Creole English,"Indo-European, Germanic, Anglo-Frisian, Eastern Carribean Creole, Bahamian Gullah",ISO 639-3: bah,baha1260,Bahamas,,11331,,,,,,,,,,,,,,,,,Caribbean Negroes,174,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobaha1260 @Ethnobah @WikiBahamians  
39.76,64.45,40.89,71.56,Central Asia,C Central Asia,Central Steppe,"Fergana Valley, Transoxania",Bukharan Jews,Mizrahi Jews,C Asian Jews,Central Asia Jews,Old Eurasia,1949; 1959,Semi Arid Steppe Cold,BSk,Old Eurasia,,Bukharic,"Indo-European, Indo-Iranian, Iranian, Farsic-Caucasian Tat, Farsic, Eastern Farsic, Tajikic",ISO 639-3: bhh,bukh1238,Uzbekistan,,10555,10555,,,,,,,,2,,,,Bokharan Jews; Bukharian Jews; Bukhari Jews; Bukharans; Yahudiyoni Bukhoro; Binai Israel,JEWS:BUKHARAN,,10555,Jews,51,added for GJB,,wiki,The Bukharan Jews are thought to be one of the oldest ethno-religious groups of Central Asia.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobukh1238 @Ethnobhh @WikiBukharan  
35.91,64.77,40.89,71.56,Central Asia,C Central Asia,Central Steppe,"Fergana Valley, Transoxania",Bukharan Uzbeks,Uzbek Turkic Peoples,Turkic C Asians,Central Asia Turkic Peoples,Old Eurasia,1959; 1940s,Semi Arid Steppe Cold,BSk,P-Central Asian,scfal1274,Uzbek,"Turkic, Turkestan Turkic, Uyghur-Uzbek",ISO 639-3: uzb,uzbe1247,Uzbekistan,,28139,28139,,28139,,,,,,4,,,,Bokharan Uzbeks; Oʻzbek; Uzbek; Khorezm,UZBEK,Eb8,28139,Turkestan,72,added for GJB,60269,wiki,"The Uzbeks emerge out of a blending of ancient, settled Iranian populations with a variety of nomadic Mongol or Turkic tribes.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottouzbe1247 @Ethnouzb @WikiUzbeks  
42.01,74.12,41.23,74.24,Central Asia,C Central Asia,Central Steppe,"Kyrgyzstan, Turkestan",Kyrgyz,Kyrgyz Turkic Peoples,Turkic C Asians,Central Asia Turkic Peoples,Central Asia,1958; 1959,Hot Summer Continental,Dsa,P-Central Asian,,Kirghiz,"Turkic, Kipchak",ISO 639-3: kir,kirg1245,Kyrgyzstan; Turkmenistan,,18596,18596,,,,,,,,7,,,,Kyrghyz; Kyrgyz; Kirghiz,KIRGHIZ,,18596,Turkestan,72,added for GJB,,wiki,"The first Kyrgyz people, known as Yenisei Kyrgyz, have their beginnings in the western parts of modern-day Mongolia..""'Kirghiz' is a term for both Kirghiz and Kazak tribes, who are Turko-Tataric Mongolians living in Central Asia. They are nomadic. The Kirghiz are more nomadic and Mongol than the Kazak. Language belongs to Turko-Tataric branch of Ural Altaic. They are generally Moslems with shamanistic survivals."" From Robert Garfias recording notes",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokirg1245 @Ethnokir @WikiKyrgyz  
35.91,64.77,41.34,69.87,Central Asia,C Central Asia,Central Steppe,"Turkic Steppe, Transoxania",Uzbeks,Uzbek Turkic Peoples,Turkic C Asians,Central Asia Turkic Peoples,Central Asia,1956; 1959; 1940s;,Hot Summer Continental,Dsa,P-Central Asian,,Uzbek,"Turkic, Turkestan Turkic, Uyghur-Uzbek",ISO 639-3: uzb,uzbe1247,Uzbekistan,,62302,62302,,,62302,,,,,10,,1,,Oʻzbek; Uzbek; Khorezm,UZBEK,Eb8,,Turkestan,72,added for GJB,,wiki,"The Uzbeks were the third largest ethnic group of the former Soviet Union when it fell apart in 1991. Even though Uzbeks were originally nomads, most of them have been settled for more than three hundred years. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottouzbe1247 @Ethnouzb @WikiUzbeks  
46.86,103.85,44.34,113.62,Central Asia,E Central Asia,Eastern Steppe,E Mongolian Steppe,Chahar,Chahar Mongol,,Mongol Peoples,Central Asia,1983,Semi Arid Steppe Cold,BSk,P-Central Asian,scfal1010,Chahar,"Mongolic-Khitan, Mongolic, Oirat-Khalka, Mongolian, Peripheral Mongolian",,chah1241,China,,13399,13399,,,,,,13399,,1,,,,Tsahar; Chakhar,CHAHAR,Eb7,13399,Mongols,82,,22324,wiki,"The Chahar were known to be part of the empire of the last great khan, Dayan Khan (1470-1543), of a united Mongolia.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottochah1241  @WikiChahars  
42.01,74.12,40.09,75.27,Central Asia,E Central Asia,Tian Shan,"Kizilsu Kirghiz Aut. Pref, E Turkestan",Kēěrkèzī zú,Kyrgyz Turkic Peoples,,Central Asia Turkic Peoples,Central Asia,,"Semi Arid Steppe Cold, Arid Cold Desert","BSk, BWk",P-Central Asian,,Khakas,"Turkic, Yenisei-East Siberian Turkic, Yenisey Turkic",ISO 639-3: kjh,khak1248,China,,62303,62303,,,,,,,,2,,,,Kyrghyz; Chinese Kyrgyz; Keerkezi zu,,,,Turkestan,72,added for GJB,,wiki,"The Kyrgyz one of the 56 ethnic groups formally recognized by the People's Republic of China. There are around 150,000 Kyrgyz in China, know as Kēěrkèzī zú. In the 19th century, Russian people on traditional Kirghiz land pushed a lot of the Kirghiz over the border to China, causing their population to rapidly grow in China. More benefits were given to the Muslim Kirghiz on the Chinese controlled areas than on Russian controlled lands. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiKyrgyz  @Glottokhak1248
43.67,79.75,39.48,79.21,Central Asia,E Central Asia,Tian Shan,"Tarim Basin/ Urumqi, E Turkestan",Uyghur,Uyghur-Uzbek Turkic Peoples,,Central Asia Turkic Peoples,Central Asia,1978; 1983,"Semi Arid Steppe Hot, Arid Cold Desert","BSk, BWk",P-Central Asian,,Uighur,"Turkic, Turkestan Turkic, Uyghur-Uzbek, Uighur-Ili",ISO 639-3: uig,uigh1240,China,,28133,28133,,28133,,,,,,10,,,,Uighur; Uygur; Uigur,UYGHUR,,28133,Turkestan,72,added for GJB,,wiki,"The Uigurs are the earliest of Turkish cultures, and previously occupied a part of Chinese Tartary (Xinjiang), which is now inhabited by a mixed population of Turk, Mongol, and Kalmuck. Also a big number of Uigurs live in Kazakhstan, Uzbekistan, and Kyrgyzstan, with a smaller population in Turkmenistan and Tajikistan.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottouigh1240 @Ethnouig @WikiUyghurs  
41.87,65.77,50.39,56,Central Asia,N Central Asia,N Central Steppe,Kazakh Steppe,Kazakh Steppe Nomads,Kazakh Turco-Mongol,,Central Asia Turco-Mongols,Central Asia,1958; 1959; pre-1964,Warm Summer Continental,Dfb,P-Central Asian,scfal1012,Kazakh,"Turkic, Kipchak",ISO 639-3: kaz,kaza1248,Kazakhstan,,18294,18294,18294,,,,18294,18294,,6,5,,,Qazaq; Kazak,KAZAK,Eb1,18294,Turkestan,72,,30279,wiki,"The Kazakhs appeared in the 15th century from an amalgam of Turkic tribes who came into Transoxiana around the 8th century and of Mongols who entered the region in the 13th century. ""'Kirghiz' is a term for both Kirghiz and Kazak tribes, who are Turko-Tataric Mongolians living in Central Asia. They are nomadic. The Kirghiz are more nomadic and Mongol than the Kazak. Language belongs to Turko-Tataric branch of Ural Altaic. They are generally Moslems with shamanistic survivals."" From Robert Garfias recording notes",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokaza1248 @Ethnokaz @WikiKazakhs  
48.32,106.29,44.34,113.62,Central Asia,N E Central Asia,N Eastern Steppe,N Mongolian Steppe,Mongols,Khalkha Mongol,,Mongol Peoples,Central Asia,1967;,Arid Cold Desert,BWk,P-Central Asian,,Mongolian,"Mongolic, Mongolic-Khitan, Oirat-Khalkha, Khalkha-Buriat",ISO 639-3: mon,mong1331,Mongolia,,21647,21647,,21647,,,,,,8,,,,Khalkha; Halh,MONGOLIAN,Eb3,21647,Mongols,82,,,wiki,The Mongols are an East-Central Asian tribal group native to Mongolia and to China's Inner Mongolia Aut. Region. Mongolian people part of the Buryat and Kalmyk subgroups. The Mongols are conected together by a common heritage and ethnic identity.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomong1331 @Ethnomon @WikiMongols  
48.44,92.67,52.71,96.67,Central Asia,N E Central Asia,N Eastern Steppe,Todzhinsky Dist,Tuvan,Uriankhai Turco-Mongol,,Central Asia Turco-Mongols,Central Asia,1930s,"Warm Summer Continental, Subarctic ","Dfb/ Dwb, Dwc/ Dfc",P-Central Asian,,Tuvinian,"Turkic, South Siberian Turkic, Sayan",ISO 639-3: tyv,tuvi1240,Russia,,27798,27798,,,,,,,,10,,,,Tuvinian; Tyvalar; Tuva; Tyva; Uriangkhais; Urianghais; Tannu-Uriankhaitsy; Soyots,TUVIN,,27798,Mongols,82,added for GJB,,wiki,The Tuvans resemble Mongolians and share similar customers with them. They are a Turkic-speaking people that exercise Tibetan Buddhism with some practice of  a paganism. ,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotuvi1240 @Ethnotyv @WikiTuvans  
53.81,109.33,51.83,107.68,Central Asia,N E Central Asia,N Eastern Steppe,Ulan-Ude,Buryat,Buryat Mongol,,Mongol Peoples,Central Asia,1958,Subarctic,Dwc,Unclassified Food Producers,scfal1222,Buriat,"Mongolic-Khitan, Mongolic, Oirat-Khalka, Khalkha-Buriat",ISO 639-3: bua,buri1258,Russia,,12871,12871,12871,,,,,12871,,10,10,,,Buryaad; Buriad,BURYAT,Eb6,12871,Mongols,82,,18226,wiki,"Buryats are the largest indigenous group in Siberia, mostly living in the Buryat Republic, federal territory of  Russia. They are the largest northern subgroup of the Mongols and share a lot of customs with them. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoburi1258 @Ethnobua @WikiBuryats  
31.04,50.38,38.41,70.87,Central Asia,S Central Asia,Afghanistan/ Pamir Mtns,"Oxus Basin & Fargana Valley, Transoxania/ Greater Khorasan",Tadjik,Tadjik Iranian Peoples,,Central Asia Iranian Peoples,Old Eurasia,1956; 1950s,Warm Mediterranean,Csa,PA-Middle East,scfal1192,Tajik/ Persian,"Indo-European, Indo-Iranian, Iranian, Farsic",ISO 639-3: tgk,taji1245,Tajikistan,,26357,26357,,26357,,,,26357,,8,,,,Tajik; Fārsī; Fārsīwān; Dīhgān; Tadzhik; Sart,TADJIK,,26357,North Iran,62,added for GJB,62822,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotaji1245 @Ethnotgk @WikiTajiks  
33.98,65.88,34.63,67.71,Central Asia,S Central Asia,Central Highlands,"Hazarajat Reg, Greater Khorasan",Hazara,Hazara Iranian-Turco-Mongol,,Iranian-Turco-Mongols,Old Eurasia,1956,Arid Cold Desert,BWk,PA-Middle East,scfal1150,Hazaragi,"Indo-European, Indo-Iranian, Iranian, Modern Southwestern Iranian, Farsic, Dari",ISO 639-3: haz,haza1239,Afghanistan,,16644,16644,,,,,,,,1,,,,,HAZARA,Ea3,16644,Afghanistan,71,,1089,wiki,"The Hazara are a Persian-speaking people who have historically been considered outsiders and have suffered discrimination as Shiite Muslims in a predominantly Sunni Muslim country. Their Asian features set them apart as an inferior caste. In rural areas men work as field hands and in the cities at menial jobs. Typically, extended families live together in one household and grandparents take an active role in raising grandchildren.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohaza1239 @Ethnohaz @WikiHazaras  
36.73,70.81,36.92,70.89,Central Asia,S Central Asia,Pamir Mtns,Badakhshan,Badakhshan,Dardic Peoples,,Central Asia Indo-Aryan Peoples,Old Eurasia,1956,Semi Arid Steppe Cold,BSk,,,Sanglechi-Ishkashimi,"Indo-European, Indo-Iranian, Iranian",ISO 639-3: sgl,sang1343,Afghanistan,,11259,11259,,,,,,,,1,,,,Afghani Dards,BADAKCHAN,,11259,Afghanistan,71,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiBadakhshan  @Glottosang1343
37.96,58.33,38.51,58.24,Central Asia,S W Central Asia,Southern Steppe,"Turkic Steppe, Parthia",Turkmen,Eastern Oghuz Turkic Peoples,,Central Asia Turkic Peoples,Central Asia,1950; 1955; 1960,Semi Arid Steppe Cold,BSk ,PA-Middle East,scfal1200,Turkmen,"Turkic, Oghuz",ISO 639-3: tuk,turk1304,Turkmenistan,,27743,27743,,27743,,,27743,27743,,11,,,,Turkoman; Türkmenler,TURKMAN,Eb5,27743,Turkestan,72,,24428,wiki,"Turkmen are a Turkic ethnic group of Central and Western Asia. Historically they were nomadic horse breeders known for their horsemanship, and they have tenaciously held on to their tribal customs. They tend to live in extended families and seek advice from tribal elders. There is a tradition of bridal kidnapping when kalim, brideprice, is too high and cannot be paid.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoturk1304 @Ethnotuk @WikiTurkmens  
52.52,45.95,46.35,45.48,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,Oirat Mongol,,Mongol Peoples,Central Asia,1950s,Arid Desert Cold,BWk,,,Buzawa,"Mongolic-Khitan, Mongolic, Oirat-Khalka, Oirad-Kalmyk, Kalmyk",,buza1239,Russia,,17931,17931,,,,,,,,5,,,,Buzawa tribe; Kalmuck; Oirats,KALMYK,Ci1,17920,Mongols,82,added for GJB,,wiki,"The Kalmyk are a division of the Oirat Mongols, whose ancient lands streched over the present-day parts of Kazakhstan, Russia, Mongolia and China.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobuza1239  @WikiBuzava  
46.76,45.42,46.35,45.48,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,Oirat Mongol,,Mongol Peoples,Central Asia,1960-65,Arid Desert Cold,BWk,P-Central Asian,scfal1011,Torgut,"Mongolic-Khitan, Mongolic, Oirat-Khalka, Oirad-Kalmyk, Kalmyk",,torg1245,Russia,,17920,17920,,,,,,17920,,5,,,,Hal'mgud; Khalimag; Oirat,KALMYK-VOLGA,Ci1,17931,Mongols,82,added for GJB,70,wiki,"The Kalmyk are a division of the Oirat Mongols, whose ancient lands streched over the present-day parts of Kazakhstan, Russia, Mongolia and China.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotorg1245  @WikiTorghut  
30.65,104.07,31.05,110.62,East Asia,China,C China,C Yangtze,C Chinese Village,C Han,,Han Chinese Peoples,Old Eurasia,,Warm Oceanic Humid Subtropical,Cfa,,,Wuhan Mandarin,"Sino-Tibetan, Sinitic, Northern Chinese, Mandarinic, Mandarin Chinese, Southwestern Guanhua",,wuha1234,China,,62309,62309,,,62309,,,,,2,,4,,,,,,Chinese,83,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowuha1234   @WikiHubei 
31.34,118.43,31.19,117.7,East Asia,China,E China,Anhui,Wuhu,E Han,,Han Chinese Peoples,Old Eurasia,,Warm Oceanic Humid Subtropical,Cfa,,,Jianghuai Guanhua,"Sino-Tibetan, Sinitic, Northern Chinese, Mandarinic, Mandarin Chinese",,jing1262,China,,62492,62492,,,,,,,,2,,,,,,,,Chinese,83,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottojing1262  @WikiWuhu  
29.02,114.83,32.35,119.85,East Asia,China,E China,Lower Yangtze ,Lower Yangtze,Cantonese E Han,,Han Chinese Peoples,Old Eurasia,,"Warm Oceanic Humid Subtropical, Dry Winter Humid Subtropical","Cfa, Cwa",,,Wu Chinese,"Sino-Tibetan, Sinitic, Wu-Hui Chinese",ISO 639-3: wuu,wuch1236,China,,13668,13668,,,13668,,,,,4,,1,,,CHINA:HAN-WORK,Ed16,13668,Chinese,83,added for GJB,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottowuch1236 @Ethnowuu @WikiYangtze  
